,v_ego,line_left,line_right,d_target,v_target,act_lon_ego,act_lat_ego,line_left_target,line_right_target,act_lon_target,act_lat_target
7.28,24.45304779315186,1.539453010047514,-1.4800716245992362,29.195868240877807,21.958795617246494,d,fl,1.5760682509006883,-1.4434563837460619,c,fl
7.29,24.538699890132477,1.5789710914217718,-1.5610115366050366,29.220463762703208,21.96312968654949,d,fl,1.5571963932988198,-1.5827862347279886,c,fl
7.3,24.464508216422725,1.5702728015153848,-1.5304115814184684,29.353449870785603,22.06101976392361,d,fl,1.6442258926590918,-1.4564584902747615,c,fl
7.3100000000000005,24.338587105036144,1.5239436746862243,-1.5429875605368586,29.38226309619273,22.004547671530585,d,fl,1.4881025947296607,-1.5788286404934222,c,fl
7.32,24.42629245691947,1.5572907164098366,-1.5648691528913359,29.314909060590324,21.958148999550655,d,fl,1.6005784157139373,-1.5215814535872352,c,fl
7.33,24.301375138532755,1.500250370111317,-1.4630554852498119,29.124810077555196,21.89076464766452,d,fl,1.4139698319259097,-1.5493360234352191,c,fl
7.34,24.41385469179017,1.4506017337783548,-1.4358765732353678,29.11641682916773,21.884039770128084,d,fl,1.3878122411870304,-1.4986660658266922,c,fl
7.3500000000000005,24.336833146291813,1.5227701502215574,-1.4840006722429369,29.003161044658345,21.94815602848172,d,fl,1.5389624146089438,-1.4678084078555504,c,fl
7.36,24.338689328346653,1.528562653088225,-1.546482318817734,28.851967917787075,21.982266354816257,d,fl,1.6265154830800483,-1.4485294888259106,c,fl
7.37,24.24504198106231,1.545869506467928,-1.5696980613031475,28.723678632133215,21.965666815312684,d,fl,1.66120660525584,-1.4543609625152354,c,fl
7.38,24.251205303690405,1.5347157049816464,-1.4756158247983522,28.763761710860553,21.93885790785898,d,fl,1.6597035898894872,-1.3506279398905114,c,fl
7.390000000000001,24.11945526113943,1.5295410748980078,-1.4704794384286175,28.770573290131924,21.984615179989365,d,fl,1.6624641554919952,-1.3375563578346301,c,fl
7.4,24.141570445837267,1.4949170770628806,-1.5344095101093906,28.812918575197862,22.00630956918351,d,fl,1.5674828761248367,-1.4618437110474345,c,fl
7.41,24.180803289400277,1.4694512273102922,-1.5154109748026405,28.785800882316156,21.88983564407055,d,fl,1.6049790530414623,-1.3798831490714705,c,fl
7.42,24.219177334913734,1.4882307663752439,-1.5077765640847882,28.82009444274087,21.862014248841373,d,fl,1.6120784577214484,-1.3839288727385837,c,fl
7.43,24.05570417654846,1.568561102181381,-1.4961316530972182,28.890398941273332,21.962566731411755,d,fl,1.718595999423979,-1.3460967558546202,c,fl
7.44,23.99852374142562,1.537217481646184,-1.5353594708940828,28.882370408013834,21.947232432443652,d,fl,1.6474614925440456,-1.4251154599962212,c,fl
7.45,24.024952595418686,1.5512775605738809,-1.4590053861333405,28.832832582246233,21.883341992113447,d,fl,1.6593407962668252,-1.3509421504403962,c,fl
7.46,24.054169442235327,1.582567093861416,-1.4526122250790696,28.78016265165846,21.890082604279165,d,fl,1.6262615013672197,-1.408917817573266,c,fl
7.47,24.046439807056778,1.5314731748584227,-1.50498160215518,28.828886066881914,21.91666999558663,d,fl,1.5782713401658348,-1.458183436847768,c,fl
7.48,23.956118362367693,1.5324651126216369,-1.3797257442967228,28.710499089494334,21.918205332291873,d,fl,1.5321504376125716,-1.380040419305788,c,fl
7.49,23.988710706757775,1.4586025246244727,-1.4309479867875434,28.651488743693246,21.97420327291907,d,fl,1.4614063797890189,-1.4281441316229972,c,fl
7.5,24.038316388565207,1.4757170774836574,-1.4532422285204485,28.486587914802097,21.812365728818186,d,fl,1.5223951916840472,-1.4065641143200587,c,fl
7.51,23.929700036644963,1.519318659416684,-1.5312977000105283,28.44459412241505,21.883647239293655,d,fl,1.5386906440458699,-1.5119257153813426,c,fl
7.5200000000000005,23.9481337075645,1.4454399372837345,-1.5364978920829913,28.518553747710694,21.942879998250383,d,fl,1.371718715014372,-1.6102191143523539,c,fl
7.53,23.817736296420804,1.432629872917576,-1.5770883452230364,28.529476874393065,21.87258919438608,d,fl,1.425157511287408,-1.5845607068532044,c,fl
7.54,23.798190757411874,1.4983444561021166,-1.5802946872354222,28.474388976088257,21.900421226220658,d,fl,1.4385922770175972,-1.6400468663199417,c,fl
7.55,23.82748987890925,1.521052812438526,-1.552522030468321,28.399433595865826,21.87476735949696,d,fl,1.425466189290895,-1.648108653615952,c,fl
7.5600000000000005,23.82573036617222,1.5139590328063186,-1.5297125343079805,28.410612402655104,21.871603122540144,d,fl,1.329496610023778,-1.7141749570905211,c,fl
7.57,23.824860868209022,1.4966162548083646,-1.5176278396360934,28.37072545280744,21.880961176888434,d,fl,1.3552004182102282,-1.6590436762342298,c,fl
7.58,23.85617800894547,1.4388057146989743,-1.4683984826187149,28.36810562789678,21.876600367864175,d,fl,1.3000237884869115,-1.6071804088307777,c,fl
7.59,23.79365597744618,1.4588995591413496,-1.46672025224413,28.3240934506419,21.883306483148854,d,fl,1.4150116960124424,-1.5106081153730373,c,fl
7.6000000000000005,23.705133684856865,1.4064002052385998,-1.4612086546492864,28.246928627888106,21.863487902754557,d,fl,1.3330254262929644,-1.5345834335949218,c,fl
7.61,23.617840642429424,1.4869407885551378,-1.464957111914138,28.362416782372872,21.902637954747178,d,fl,1.3858579375198998,-1.566039962949376,c,fl
7.62,23.68120191070978,1.4981485728137245,-1.4467569778026828,28.21883620097137,21.845791577417984,d,fl,1.398550319006112,-1.5463552316102953,c,fl
7.63,23.57141832884824,1.4595806025561677,-1.4494802655449495,28.196957369731134,21.793442109708693,d,fl,1.3687680636223227,-1.5402928044787945,c,fl
7.640000000000001,23.646420948340015,1.515113030223895,-1.4905051534277443,28.153412923485096,21.859309336636322,d,fl,1.4519884659406572,-1.5536297177109821,c,fl
7.65,23.59113984247127,1.4852831229140735,-1.4317149248215573,28.20534006054909,21.86341560266652,d,fl,1.4793306578954706,-1.4376673898401602,c,fl
7.66,23.515066249191264,1.4069865648006494,-1.3771265935462622,28.238313396367232,21.91255558748845,d,fl,1.3973806377667577,-1.386732520580154,c,fl
7.67,23.540294482473463,1.425611814527702,-1.4584412550162578,28.242647164872086,21.93707890065997,d,fl,1.350195127032205,-1.5338579425117547,c,fl
7.68,23.57250670570874,1.4696717431351098,-1.4642223170271311,28.36867811219876,21.88785354227567,d,fl,1.3687884185423869,-1.565105641619854,c,fl
7.69,23.541909411081075,1.5041718346729505,-1.4420268838732633,28.36214509654367,21.876699697682263,d,fl,1.402671321019662,-1.5435273975265518,c,fl
7.7,23.501152208053867,1.5834848912324377,-1.4354300877326964,28.290450612707613,21.94084006540826,d,fl,1.4277591871131545,-1.5911557918519796,c,fl
7.71,23.500525382045193,1.5509652228757982,-1.4351546627226397,28.304923140035022,21.920498889028064,d,fl,1.4234734632090877,-1.5626464223893501,c,fl
7.72,23.48931485880047,1.4198030781871729,-1.5037722887658505,28.225616852329452,21.93427125450064,d,fl,1.287130132663112,-1.6364452342899112,c,fl
7.73,23.468110024882737,1.4496856214304061,-1.4448516729082284,28.192458319184706,22.01036622959202,d,fl,1.3070984886748254,-1.5874388056638091,c,fl
7.74,23.45942102298523,1.4394064848401213,-1.2795907156392132,28.095743022241148,22.038642687087783,d,fl,1.3535427247583272,-1.3654544757210074,c,fl
7.75,23.350872973324755,1.4125052349796023,-1.3194709668609204,27.985588386512042,22.02805442594424,d,fl,1.3330277853522876,-1.398948416488235,c,fl
7.76,23.39339716947162,1.4400389758551913,-1.386544514416995,27.99345053149461,22.023874097665143,d,fl,1.2745791098416537,-1.5520043804305326,c,fl
7.7700000000000005,23.345234084489096,1.48578259921145,-1.4402133730636972,28.054320847013948,21.99912758436098,d,fl,1.3033359969484626,-1.6226599753266846,c,fl
7.78,23.219201211804364,1.4768482776749718,-1.5631552424767414,27.97066020194015,21.99716747400973,d,fl,1.282028286812952,-1.7579752333387613,c,fl
7.79,23.14143064968558,1.4245210326964817,-1.5498678595235407,27.92228350006045,22.087940623853026,d,fl,1.127758034992893,-1.8466308572271295,c,fl
7.8,23.197136069785724,1.482966864425414,-1.4831454755713,27.963827644342842,22.044222881000962,d,fl,1.2331174000224172,-1.7329949399742968,c,fl
7.8100000000000005,23.13114253215607,1.4592152122678241,-1.450839907536008,27.961499914829844,22.041933784475795,d,fl,1.291870646969198,-1.6181844728346342,c,fl
7.82,23.111545599506318,1.4595007836762224,-1.495620624106647,27.956362513553017,22.04311453707863,d,fl,1.3486875233337692,-1.6064338844491002,c,fl
7.83,23.108255877658237,1.4878325512796446,-1.4068945473040153,28.027835656232565,21.929213986799954,d,fl,1.4460243198589946,-1.4487027787246654,c,fl
7.84,23.084224790802807,1.53607085133644,-1.4566784659350458,28.002039175471076,21.95898452274345,d,fl,1.4100951387404854,-1.5826541785310004,c,fl
7.8500000000000005,23.04175284936359,1.4686804053008917,-1.422616995414547,28.064680005660644,21.967294790065303,d,fl,1.2776065310224984,-1.6136908696929402,c,fl
7.86,23.065105133108077,1.4343820988887546,-1.4122318830034652,28.007632327354983,21.876406364902543,d,fl,1.2478930828620844,-1.5987208990301354,c,fl
7.87,23.073197046326797,1.4500008578285568,-1.4434769031338943,27.8771320254074,21.945293482390067,d,fl,1.2833983707908025,-1.6100793901716486,c,fl
7.88,23.010836403914443,1.4896758340740428,-1.4098467533249297,27.902028607540096,21.938898050817603,d,fl,1.4634827108599997,-1.4360398765389728,c,fl
7.890000000000001,22.97787621072825,1.5666481133141954,-1.4190932089918937,27.965109498341167,21.872684840000197,d,fl,1.5864329938509614,-1.3993083284551278,c,fl
7.9,22.993540748837344,1.4607422310869738,-1.4610143774657265,27.961207541825402,21.853783172096808,d,fl,1.4428380977552537,-1.4789185107974465,c,fl
7.91,22.974698331672972,1.5535341673501804,-1.521817276118083,27.859234847119964,21.885790664387663,d,fl,1.4698197045478902,-1.6055317389203732,c,fl
7.92,22.904803060724344,1.5660681938488605,-1.5197579489207866,27.880661548253837,21.922866354243425,d,fl,1.5134734692593732,-1.572352673510274,c,fl
7.930000000000001,23.0399267499624,1.4409297770555323,-1.4537317561420213,27.863178643321955,21.920710933487523,d,fl,1.385742342118721,-1.5089191910788327,c,fl
7.94,22.94298166996225,1.494939723830991,-1.436767492310326,27.645400622108834,21.901028492192847,d,fl,1.403290864692788,-1.528416351448529,c,fl
7.95,22.920491563893506,1.4933687828050097,-1.4476829228653196,27.826766480188684,21.885649501705945,d,fl,1.4542313440275354,-1.486820361642794,c,fl
7.96,22.82941825392383,1.5536046125072736,-1.4217495282019665,27.855266992353307,21.827154667968053,d,fl,1.5519623941185021,-1.423391746590738,c,fl
7.97,22.705980854353086,1.558931911878894,-1.4123427552375967,27.91151365665184,21.910561584292417,d,fl,1.5019638963058142,-1.4693107708106765,c,fl
7.98,22.66832818996173,1.4898991414327405,-1.4675294714367049,27.87590058349644,21.902694860381317,d,fl,1.4130451085893672,-1.5443835042800782,c,fl
7.99,22.652182489872963,1.4770705229223968,-1.510037103664341,27.80622483127292,21.913006815556653,d,fl,1.4719097110390447,-1.5151979155476931,c,fl
8.0,22.671446374777354,1.3723485400053501,-1.5510177461627168,27.888059152158576,21.836110055652373,d,fl,1.372256013616873,-1.5511102725511938,c,fl
8.01,22.762800532211084,1.4641297865399105,-1.4620478550393536,27.77904559697595,21.794023891695087,d,fl,1.4532051034523878,-1.4729725381268763,c,fl
8.02,22.712290637305315,1.4755804325697917,-1.4462820200447268,27.76664213325258,21.775742067581156,d,fl,1.4982938741398173,-1.4235685784747012,c,fl
8.03,22.69611625069636,1.4852449544716795,-1.4576724649045247,27.861641786854147,21.82167681406099,d,fl,1.4909901485281454,-1.4519272708480588,c,fl
8.040000000000001,22.680951250740318,1.5255879244712314,-1.3446109280707477,27.68967408351361,21.759507151723827,d,fl,1.5162184112923398,-1.3539804412496392,c,fl
8.05,22.639301320402453,1.4861263817879504,-1.3917448681949456,27.688864932760584,21.781137241179152,d,fl,1.5114329972929963,-1.3664382526898997,c,fl
8.06,22.63667527102318,1.4867963698384188,-1.404757450241976,27.887461372745825,21.81965136774358,d,fl,1.4810021692767479,-1.4105516508036469,c,fl
8.07,22.698906909713074,1.547305487077328,-1.4842834951932335,27.777130290855,21.799248729045786,d,fl,1.5782663829611168,-1.4533225993094447,c,fl
8.08,22.55154512468778,1.4666433476795204,-1.572005500570956,27.878498047006733,21.87875072336948,d,fl,1.4367536497928657,-1.6018951984576106,c,fl
8.09,22.564696777763057,1.5042810906149322,-1.488555632978191,27.907320619132015,21.854420671552067,d,fl,1.4407582693596348,-1.5520784542334884,c,fl
8.1,22.459361287826965,1.5038224753783584,-1.5443309479724137,27.863953147925134,21.818383646210805,d,fl,1.3111584445336288,-1.7369949788171433,c,fl
8.11,22.44852877501549,1.5367312691187596,-1.590258561844055,27.96565283745516,21.82308295688347,d,fl,1.3601345520018762,-1.7668552789609384,c,fl
8.120000000000001,22.47175390081807,1.5664437478996476,-1.5749476190084062,27.859866291072816,21.849729114097833,d,fl,1.455681545567275,-1.6857098213407788,c,fl
8.13,22.45697861155972,1.576209749175457,-1.542533545764927,27.944829960775664,21.809466850142957,d,fl,1.4017201726330601,-1.7170231223073238,c,fl
8.14,22.517057689558264,1.504832288762328,-1.4812713138830162,28.014162882017587,21.806477809205635,d,fl,1.3518570726185493,-1.634246530026795,c,fl
8.15,22.495587415011222,1.5306849800127715,-1.4158286416197983,28.075448467622177,21.798201678598634,d,fl,1.4321643873466992,-1.5143492342858706,c,fl
8.16,22.390757898161425,1.4842780976411907,-1.4558928066303034,27.9848608275228,21.671469615206515,d,fl,1.4070874431787503,-1.5330834610927437,c,fl
8.17,22.45171951203507,1.4630966082495798,-1.4424695584432516,27.9298407448088,21.64544447511227,d,fl,1.4557833764640467,-1.4497827902287848,c,fl
8.18,22.37246812577903,1.430078724123216,-1.4566486276959376,27.938427798503813,21.680451845536613,d,fl,1.3642220112801273,-1.5225053405390263,c,fl
8.19,22.36232663799223,1.518398493101945,-1.4839272208407805,27.856654524313697,21.709044547372315,d,fl,1.4763505421303182,-1.5259751718124073,c,fl
8.2,22.326016073736508,1.4835356133334938,-1.4785963171761285,27.689913966074986,21.78801721179167,d,fl,1.4669816456482017,-1.4951502848614207,c,fl
8.21,22.20424501489355,1.5235262422735907,-1.4652660230640313,27.559937336694823,21.784008776304933,d,fl,1.5766178337717938,-1.4121744315658282,c,fl
8.22,22.23230868235359,1.4622223533023238,-1.4005574575354665,27.454375816738295,21.723396086647032,d,fl,1.5367307523967033,-1.326049058441087,c,fl
8.23,22.235502720375894,1.4370494854721039,-1.4083556590813515,27.574241367540633,21.719652707641313,d,fl,1.564344875650361,-1.2810602689030943,c,fl
8.24,22.235045210699717,1.427997751588496,-1.554545016220119,27.536410161471476,21.829371443828165,d,fl,1.546940206273399,-1.4356025615352164,c,fl
8.25,22.285952758100148,1.4440826421990187,-1.5523380496107968,27.623472541407995,21.765800871333163,d,fl,1.648113587592026,-1.3483071042177894,c,fl
8.26,22.154888916055107,1.5638693633657677,-1.515449305058248,27.618714150567612,21.851625439112603,d,fl,1.689857391184082,-1.3894612772399337,c,fl
8.27,22.215153960353422,1.5936924192175501,-1.4309795973969002,27.566223691192423,21.835258199109244,d,fl,1.6715193154200865,-1.3531527011943638,c,fl
8.28,22.22997442757367,1.497160508226794,-1.4592064338811943,27.662994965315324,21.843710546354423,d,fl,1.5168879332832108,-1.4394790088247778,c,fl
8.290000000000001,22.149606363237435,1.5217093095472816,-1.4970898195829507,27.575951435901015,21.774267076842506,d,fl,1.4890284952762076,-1.5297706338540247,c,fl
8.3,22.151821364780744,1.447851421395048,-1.5620029445933554,27.75458432695092,21.784573872041094,d,fl,1.4630513531629086,-1.5468030128254948,c,fl
8.31,22.164797999139875,1.522438942867126,-1.4972483160323473,27.61731477117292,21.78251718156694,d,fl,1.5305786243493549,-1.4891086345501185,c,fl
8.32,22.057815075499768,1.4561699575853424,-1.5253112790145231,27.66775023821661,21.772489096532265,d,fl,1.5072281929620466,-1.474253043637819,c,fl
8.33,22.061292819240993,1.439203027461805,-1.5101138784601267,27.579733376564246,21.767845904329093,d,fl,1.486352677561821,-1.4629642283601108,c,fl
8.34,21.99340838527584,1.4254502922358347,-1.403936019675083,27.503625495432967,21.801219189597578,d,fl,1.4443448424295922,-1.3850414694813256,c,fl
8.35,21.980334744984685,1.4345402306377553,-1.3713109344870809,27.430282582702667,21.79677456694588,d,fl,1.458086207976156,-1.34776495714868,c,fl
8.36,21.87033423054332,1.4982039187334593,-1.4480435573947774,27.530887130906123,21.836934121771172,d,fl,1.591841142906248,-1.3544063332219887,c,fl
8.370000000000001,21.8712924980834,1.5036740062047607,-1.486841340363052,27.35093198407288,21.751908600933437,d,fl,1.5672869795316786,-1.423228367036134,c,fl
8.38,21.889400936651693,1.4543980421420806,-1.5819874533186338,27.564304322089978,21.832078433284636,d,fl,1.3979550321280083,-1.638430463332706,c,fl
8.39,21.924900947073287,1.504333347969721,-1.535984040468154,27.501064817281005,21.8978452404474,d,fl,1.5237193887079414,-1.5165979997299335,c,fl
8.4,21.90426994058793,1.4216526469712194,-1.5633017650513217,27.624387336528315,21.903548723574673,d,fl,1.3946263259079688,-1.5903280861145723,c,fl
8.41,21.791602684366893,1.3866934863477818,-1.5428302330215362,27.610342270476767,21.85246725439201,d,fl,1.3462380327609518,-1.5832856866083662,c,fl
8.42,21.87298195779788,1.3591605768155244,-1.522712434200491,27.69391925224647,21.84770082045425,d,fl,1.3216746136877306,-1.5601983973282847,c,fl
8.43,21.891624153400276,1.3743051733810108,-1.4443511693993187,27.846136495608768,21.790997761138076,d,fl,1.2790514990798147,-1.5396048437005148,c,fl
8.44,21.896878481029198,1.4910843677710888,-1.5447229916765521,27.85140058311622,21.8228915048969,d,fl,1.4876368118592018,-1.548170547588439,c,fl
8.45,21.89801689634886,1.46572352980509,-1.415940790885533,27.77624705077664,21.89576187630926,d,fl,1.516076045337286,-1.365588275353337,c,fl
8.46,21.92881467632093,1.4300622539169545,-1.5110782592385297,27.71769574203263,21.961855270225357,d,fl,1.4452715490975994,-1.4958689640578848,c,fl
8.47,21.93257954232459,1.476576059445996,-1.4470499679844553,27.543263288536167,22.014231893654006,d,fl,1.4498991112648099,-1.4737269161656414,c,fl
8.48,21.808019483009318,1.5234329560918405,-1.4700886251615057,27.593895546756123,21.93849231833255,d,fl,1.4176042876339827,-1.5759172936193635,c,fl
8.49,21.763832191031145,1.565282811111962,-1.4698144249801979,27.57207878926487,22.035118707148193,d,fl,1.4093346483439424,-1.6257625877482176,c,fl
8.5,21.595152431118994,1.570402653134846,-1.4972079239472234,27.540297255876922,22.0889058295985,d,fl,1.4695823560140457,-1.5980282210680237,c,fl
8.51,21.61585864280209,1.5011263274413846,-1.552883185540599,27.781139713748924,21.96756432906272,d,fl,1.4706390829137614,-1.583370430068222,c,fl
8.52,21.51345726573224,1.4761628992381894,-1.5807273992637803,27.72202884237844,21.994430137811456,d,fl,1.3887265235812694,-1.6681637749207003,c,fl
8.53,21.39468339715982,1.394630341294997,-1.4544562263254415,27.82222095719241,21.99120675554694,d,fl,1.2832865369923292,-1.5658000306281092,c,fl
8.540000000000001,21.453813169055753,1.428899010850839,-1.4985103545757439,27.76916150505827,21.96843167895358,d,fl,1.388570745701512,-1.538838619725071,c,fl
8.55,21.41377631924327,1.4546300934552414,-1.4839187451701954,27.794795742748374,21.953655830892078,d,fl,1.3648980997727862,-1.5736507388526508,c,fl
8.56,21.418379362680252,1.4345742001690458,-1.4712953465054772,27.759406581188898,21.94388018680756,d,fl,1.3001664277495393,-1.6057031189249837,c,fl
8.57,21.41095845494049,1.4947074133061642,-1.4253677205997721,27.842075688521533,22.048670321061092,d,fl,1.331990429353631,-1.5880847045523052,c,fl
8.58,21.29360059728677,1.424731080361735,-1.4266583369930044,27.948568029161567,22.011900488436797,d,fl,1.25982422095651,-1.5915651963982294,c,fl
8.59,21.184574660521296,1.3963335635952567,-1.4307653739800932,27.97743904676906,22.076571522855716,d,fl,1.1716062525597937,-1.6554926850155562,c,fl
8.6,21.235229273043664,1.4799471225291438,-1.455311345529193,27.88525945811496,22.121557982959644,d,fl,1.283242693155785,-1.652015774902552,c,fl
8.61,21.298256786468613,1.453391857927941,-1.4948832575848856,28.03219368269393,22.090493026101598,d,fl,1.1253308672212188,-1.8229442482916078,c,fl
8.620000000000001,21.259273469828372,1.4679028283516808,-1.535145143107347,28.177657538457044,22.0826544427481,d,fl,1.2104906275516152,-1.7925573439074127,c,fl
8.63,21.26345596046919,1.445970612493544,-1.4983348728991681,28.17400058533765,22.119335622598125,d,fl,1.233237886398297,-1.7110675989944153,c,fl
8.64,21.22225925843816,1.3930822115582933,-1.489173758478146,28.291635207643875,22.144571914688296,d,fl,1.1494537439251156,-1.7328022261113236,c,fl
8.65,21.24682519994513,1.4633482599956262,-1.4969297270424273,28.17709749667889,22.093197689486306,d,fl,1.2834612361745728,-1.6768167508634808,c,fl
8.66,21.259719867495434,1.5106356456700312,-1.5099550764839647,28.006357855546838,22.16954213219949,d,fl,1.3476055936662212,-1.6729851284877746,c,fl
8.67,21.24009594310719,1.433925676909868,-1.4756032660346965,27.99340843688136,22.154305494227774,d,fl,1.305877321448635,-1.6036516214959295,c,fl
8.68,21.278334557778297,1.5805865774304522,-1.431379360819759,27.999679815664788,22.214049483082402,d,fl,1.4345805666114266,-1.5773853716387845,c,fl
8.69,21.33723501497239,1.5127728468287716,-1.5334698286087511,27.883922024771504,22.20466246936036,d,fl,1.3051872789628538,-1.741055396474669,c,fl
8.700000000000001,21.327909835697756,1.4832002579556014,-1.4812467655366586,28.197892748682985,22.144086794468027,d,fl,1.1534887335854664,-1.8109582899067935,c,fl
8.71,21.165683307860757,1.4818352559208336,-1.5276371267504005,28.297803275789086,22.123521358718154,d,fl,1.175877524162652,-1.8335948585085822,c,fl
8.72,21.114250468862373,1.4485982029686606,-1.481394933094788,28.267596337112042,22.05598305357208,d,fl,1.2486953362684214,-1.6812977997950271,c,fl
8.73,21.137914686351895,1.4996044204936299,-1.4625239764966038,28.263701177364247,21.998956000472145,d,fl,1.2562860463299879,-1.7058423506602458,c,fl
8.74,21.120931514073433,1.4562449665909647,-1.5473087338597356,28.299537243391473,21.907237375312384,d,fl,1.2835000782815826,-1.7200536221691176,c,fl
8.75,21.075615169077988,1.4804522283231256,-1.5234691428877212,28.313338131886525,21.927371690730816,d,fl,1.271003132749554,-1.732918238461293,c,fl
8.76,21.124898213039174,1.505602346795191,-1.5242135322957175,28.291812941906247,22.0498781483145,d,fl,1.2423336672486682,-1.7874822118422402,c,fl
8.77,21.10529049958964,1.5260634399294004,-1.5691726857184238,28.251095385421777,22.035697278904294,d,fl,1.2603821748464688,-1.8348539508013555,c,fl
8.78,21.143175200430196,1.526219342620059,-1.629201110510966,28.349467152255276,21.987058570899265,d,fl,1.3649495200325228,-1.7904709330985022,c,fl
8.790000000000001,21.023406830367893,1.4789863534239767,-1.635236671788604,28.198927764789005,22.004631327848415,d,fl,1.2177022317922415,-1.896520793420339,c,fl
8.8,21.10763259320925,1.3513707862065771,-1.6010550382555555,27.964054804877286,22.050476804338476,d,fl,1.0961743928292569,-1.8562514316328758,c,fl
8.81,21.004692213751316,1.3477670049751962,-1.6045759833848494,27.993060999444097,22.054663780057336,d,fl,1.1041415860668757,-1.8482014022931699,c,fl
8.82,21.065633800369003,1.342970156088872,-1.5670276322244752,27.969794802426954,21.974684986463313,d,fl,1.0332765832390034,-1.8767212050743438,c,fl
8.83,21.014775422845105,1.5134900715763677,-1.4609559478284948,28.14452626142854,22.018971533926447,d,fl,1.18571378910248,-1.7887322303023825,c,fl
8.84,20.919431745155922,1.440541622713989,-1.508181666015831,28.147069566007794,22.01202078781173,d,fl,1.0578440596863903,-1.8908792290434295,c,fl
8.85,20.816740339082237,1.4847183899774758,-1.5395621833159336,28.038006474913015,21.967508428315483,d,fl,1.131300783719583,-1.8929797895738265,c,fl
8.86,20.86345307201568,1.4393934577129437,-1.5094086157473128,28.065257737528185,22.001207516999038,d,fl,1.061335576126135,-1.8874664973341215,c,fl
8.870000000000001,20.85736991651446,1.5288920383608695,-1.4912831525329164,28.247468265601537,21.974105572777486,d,fl,1.205357584615679,-1.814817606278107,c,fl
8.88,20.918931525904878,1.465942477030522,-1.6269448710617103,28.342208705095953,21.936657478532588,d,fl,1.13877967875007,-1.9541076693421624,c,fl
8.89,20.87179090020359,1.4997013327462592,-1.525622429624128,28.376082928518247,21.912673554673116,d,fl,1.2861385958637137,-1.7391851665066735,c,fl
8.9,20.822093569805105,1.537760743363554,-1.5204680195887994,28.396193348640548,21.874657069123117,d,fl,1.215017059996908,-1.8432117029554456,c,fl
8.91,20.889006858461887,1.456690178527352,-1.5522509924447057,28.487067277278697,21.953913889889023,d,fl,1.1222511700770303,-1.8866900008950274,c,fl
8.92,20.868760697963275,1.3645086548679808,-1.4852427572177174,28.315739400313486,21.969994439360484,d,fl,1.1699665161475636,-1.6797848959381345,c,fl
8.93,20.81722411713824,1.3990781414711344,-1.4942799480390336,28.310271757725317,22.014236368361875,d,fl,1.1868003516552337,-1.7065577378549344,c,fl
8.94,20.809478903604752,1.4031123328056139,-1.5351096957808668,28.343591115992282,21.944465876309135,d,fl,1.1856985247330387,-1.7525235038534421,c,fl
8.950000000000001,20.81718541192762,1.3506821339925845,-1.502000987037691,28.38794242632117,21.917538101285928,d,fl,1.1108955123894815,-1.741787608640794,c,fl
8.96,20.821975560173108,1.4992102379893553,-1.4598148666954949,28.346730168666788,21.956807216493047,d,fl,1.2650316622984166,-1.6939934423864336,c,fl
8.97,20.72859703026813,1.4895258102913802,-1.5557395911553689,28.35598986819152,22.041756186985904,d,fl,1.3024082651538846,-1.7428571362928644,c,fl
8.98,20.782188812735697,1.5572919950480177,-1.5828614038503337,28.367319452022986,22.02234382761057,d,fl,1.355219001387389,-1.7849343975109624,c,fl
8.99,20.773820152792016,1.5436006575271397,-1.4641293288473476,28.37780117482814,21.99648834013878,d,fl,1.3795985990071815,-1.6281313873673058,c,fl
9.0,20.705151664444593,1.5285576920921933,-1.4732186576275008,28.414754636480414,22.012037627114264,d,fl,1.2906866513109494,-1.7110896984087447,c,fl
9.01,20.686506353330905,1.407146250122227,-1.586884189419243,28.353339612336605,21.922805165440334,d,fl,1.2772712648970543,-1.7167591746444155,c,fl
9.02,20.732400907813386,1.4334254999662164,-1.4929149729033138,28.3461623557188,21.94598313281765,d,fl,1.286418716311389,-1.6399217565581412,c,fl
9.03,20.729272611364458,1.4454894874593702,-1.5760561286279504,28.4185089188597,21.936814490971543,d,fl,1.3382625677016813,-1.6832830483856394,c,fl
9.040000000000001,20.70149130530317,1.4891672403687504,-1.5723427129709404,28.60938146751186,21.958989318422457,d,fl,1.3617777095033716,-1.6997322438363192,c,fl
9.05,20.68426114493191,1.4871030012657749,-1.5556463115654366,28.539078352922196,22.053522150052743,d,fl,1.3613821725762538,-1.6813671402549577,c,fl
9.06,20.704615780141527,1.4482443777078682,-1.4672852140500006,28.51340694354873,22.041705583089016,d,fl,1.2919127930877496,-1.623616798670119,c,fl
9.07,20.67682620299617,1.4663369698218947,-1.5225985768546426,28.682519797738934,22.042416173182886,d,fl,1.3836412023115954,-1.605294344364942,c,fl
9.08,20.715050604275515,1.485558948140169,-1.5271138476021138,28.85664724487578,22.085002617830046,d,fl,1.3506427718849008,-1.662030023857382,c,fl
9.09,20.661237317598705,1.4788586058910986,-1.577643715253146,28.938134476941407,22.052566909870393,d,fl,1.3980422650688205,-1.6584600560754241,c,fl
9.1,20.61539987909219,1.5390135154275109,-1.5736952970200895,28.88153148265231,21.99223507734777,d,fl,1.5167209370306405,-1.5959878754169599,c,fl
9.11,20.6024497415118,1.5984172417352918,-1.5429480216316345,28.797211410830002,21.950102955384903,d,fl,1.505008402986848,-1.6363568603800782,c,fl
