,v_ego,line_left,line_right,d_target,v_target,act_lon_ego,act_lat_ego,line_left_target,line_right_target,act_lon_target,act_lat_target
3.43,27.885270116000658,1.4787035516974707,-1.3248124292379941,49.4367855774255,22.031243937755,c,fl,4.583751791030743,1.7802358100952773,c,fl
3.44,27.90554834189725,1.5603182706996477,-1.356752001619782,49.250595505526036,22.014378570018643,c,fl,4.654784548817624,1.7377142764981939,c,fl
3.45,27.905322550880904,1.6091642707704363,-1.3916885291813275,49.272889141177295,22.04681495507455,c,fl,4.700231245245481,1.6993784452937173,c,fl
3.46,27.85068751331428,1.5732600737540947,-1.3778793152755864,49.26769589552431,21.987904971393277,c,fl,4.679137152999633,1.7279977639699526,c,fl
3.47,27.91080163253055,1.6019403170429978,-1.3789146287019494,49.29164010418206,22.085703516196084,c,fl,4.76826833302897,1.7874133872840228,c,fl
3.48,28.03140903387216,1.5970962252311154,-1.5451585896959887,49.32374209675464,22.158401011494867,c,fl,4.79307820268564,1.6508233877585359,c,fl
3.49,28.01238781013795,1.7037126695646363,-1.473969443789101,49.25264624798999,22.156834669645633,c,fl,4.7993136390512285,1.6216315256974914,c,fl
3.5,27.953539962082125,1.6488917666974,-1.4327248168908473,49.16075959411662,22.216492663023004,c,fl,4.7348463143963055,1.6532297308080581,c,fl
3.5100000000000002,27.946175631335876,1.5945512168552824,-1.4567673544542097,49.14773668363137,22.23607578008013,c,fl,4.810091758641949,1.7587731873324568,c,fl
3.52,27.982808503271855,1.6220708862496793,-1.4514657507913924,49.205624126777224,22.238582914743784,c,fl,4.843330015740701,1.769793378699629,c,fl
3.5300000000000002,27.962490699549676,1.62616211276563,-1.4803881986026737,49.19609190532877,22.241847290044753,c,fl,4.932329345622497,1.8257790342541933,c,fl
3.54,27.925007521143993,1.5915378692747497,-1.4958731591381653,49.0694360583049,22.24072969186217,c,fl,4.705605558049886,1.6181945296369702,c,fl
3.5500000000000003,27.99726182953523,1.5925915938559936,-1.4560132261089174,49.014470107513155,22.23229520370074,c,fl,4.666890858277515,1.6182860383126045,c,fl
3.56,27.949180572490256,1.5702069739336217,-1.4847937574602852,48.87116104156651,22.18997406665457,c,fl,4.712207598072228,1.6572068666783217,c,fl
3.5700000000000003,27.894204113168037,1.5756779434335833,-1.433929039134929,48.93822308392012,22.19141383575922,c,fl,4.6764615999240275,1.6668546173555154,c,fl
3.58,27.887127768327996,1.5833702587704435,-1.4028339044008273,48.87320205194171,22.129148869117348,c,fl,4.645904276821347,1.659700113650076,c,fl
3.59,27.878908517312205,1.610709338716995,-1.427323084932077,48.870627254900974,22.132587012739652,c,fl,4.6267530830153145,1.5887206593662426,c,fl
3.6,27.893895822672985,1.5477435887183058,-1.4014220831327004,48.703146046865,22.159270277283962,c,fl,4.583067881146045,1.633902209295039,c,fl
3.61,27.89264569235916,1.5265526167646588,-1.44096972096467,48.58710540515955,22.209435853169065,c,fl,4.58693976749436,1.6194174297650312,c,fl
3.62,27.892817000241706,1.5517366293804633,-1.4699297873587196,48.48527124887568,22.16348948232339,c,fl,4.539323090162911,1.5176566734237285,c,fl
3.63,27.985012128601266,1.5217895744372323,-1.3747288269289377,48.427029361689975,22.121250112599256,c,fl,4.528745293416789,1.6322268920506195,c,fl
3.64,27.97307817831222,1.549932422370371,-1.4282860708632008,48.32027635754964,22.05376292174519,c,fl,4.583275584228784,1.605057090995212,c,fl
3.65,28.014076467132647,1.5739175972195196,-1.3888133139698984,48.32727359647473,22.079027083105373,c,fl,4.548956380513385,1.586225469323967,c,fl
3.66,27.966601898390874,1.5058009401541677,-1.4445266461530188,48.287750998046896,22.020304826658343,c,fl,4.516297235967924,1.565969649660738,c,fl
3.67,27.96655771903458,1.5448891890454355,-1.4128935101580586,48.29347196710514,22.0119535468261,c,fl,4.607110394551003,1.6493276953475087,c,fl
3.68,27.93361651528368,1.5045426704764184,-1.4956704086341297,48.00814230781813,21.909504821955437,c,fl,4.553172318728096,1.5529592396175484,c,fl
3.69,27.965238769138487,1.500047113070709,-1.4757613703427135,47.98893837404649,21.856735887671807,c,fl,4.5572718053080035,1.5814633218945808,c,fl
3.7,27.957511996183076,1.5240700690073172,-1.4756513719782263,47.969538903032245,21.86017781135234,c,fl,4.489298493754457,1.4895770527689132,c,fl
3.71,27.902460926458453,1.5143400000907552,-1.4625753132375277,47.81931868493238,21.841274142232056,c,fl,4.428375566503217,1.4514602531749334,c,fl
3.72,27.866823875425233,1.5565231711884535,-1.4010743273950632,47.73852774984099,21.857886169900958,c,fl,4.450338772489049,1.492741273905532,c,fl
3.73,27.928349126147555,1.5433972649711296,-1.425616796621994,47.766136738319176,21.858710690588183,c,fl,4.463834165883714,1.4948201042905902,c,fl
3.74,27.916149392121245,1.5389854469864919,-1.3671521865364644,47.834806617853225,21.79925015082604,c,fl,4.518500775566396,1.6123631420434403,c,fl
3.75,27.957667640838906,1.553921663258841,-1.311632048704671,47.642655858135726,21.876375573284164,c,fl,4.660422743146131,1.7948690311826188,c,fl
3.7600000000000002,27.96450093201274,1.5525754511419563,-1.4057458853449953,47.75652956440295,21.870653198623778,c,fl,4.660574473613632,1.7022531371266811,c,fl
3.77,27.991881184316753,1.6456693782051888,-1.375359983690873,47.596332979155676,21.87530256700936,c,fl,4.802610698742331,1.7815813368462694,c,fl
3.7800000000000002,28.003337145818996,1.605062543363862,-1.423160262656705,47.545604559265186,21.87100511074446,c,fl,4.721352739170563,1.6931299331499963,c,li
3.79,28.030790330474755,1.6053145469430044,-1.4575283590975725,47.440971809394846,21.935433026512698,c,fl,4.542640228987414,1.4797973229468377,c,li
3.8000000000000003,27.93721926505765,1.6353173431279107,-1.4783119117121115,47.34426005511148,21.97926017468129,c,fl,4.488899159517338,1.3752699046773158,c,li
3.81,27.980199609721918,1.6430036210938421,-1.415973730340624,47.210667146932366,21.96968529245533,c,fl,4.442108252658869,1.3831309012244029,c,li
3.8200000000000003,28.004059201131295,1.6871164064768776,-1.4425361377878232,47.20340544213469,21.948604102177562,c,fl,4.545957001755456,1.416304457490755,c,li
3.83,27.89844821488766,1.6326013777873847,-1.3789899854392667,47.20733192232855,21.985812720491282,c,fl,4.42381842514369,1.412227061917038,c,li
3.84,27.915813288173304,1.55179847461509,-1.479865095114992,46.955292967067905,21.99651154730329,c,fl,4.291279758996734,1.2596161892666524,c,li
3.85,27.795720037300956,1.6024534856722392,-1.339737241076946,46.965160416468876,21.96894728371942,c,fl,4.332324814819831,1.390134088070646,c,li
3.86,27.892106111335323,1.6358287935265743,-1.4462952011984682,46.79380185828656,21.932165075476764,c,fl,4.313880904597797,1.2317569098727539,c,li
3.87,27.833566649043288,1.5331432723822696,-1.4282699004301942,46.62611065058115,21.89328799334462,c,fl,4.320973577174987,1.359560404362524,c,li
3.88,27.932181857936882,1.6296670860471683,-1.3659288733703436,46.63203131746595,21.930842420423794,c,fl,4.390987449498649,1.3953914900811368,c,li
3.89,27.842076154103037,1.5862270506647016,-1.3911856539679084,46.52292541741192,21.954743328449574,c,fl,4.323969986943356,1.3465572823107461,c,li
3.9,27.98897643031391,1.5408352689383575,-1.4200033831553889,46.662964131903685,21.935657834842626,c,fl,4.255389421292291,1.2945507691985443,c,li
3.91,27.944241878285126,1.5459908853061373,-1.3987323471508517,46.67959193665014,21.9895946124454,c,fl,4.1833654943291885,1.2386422618721997,c,li
3.92,27.964188965930077,1.5918156983433165,-1.4533361775088045,46.48558169437159,21.875234449251735,c,fl,4.288235730297222,1.2430838544451015,c,li
3.93,27.92194807997747,1.5258187440452746,-1.457938710381794,46.476226285830506,21.93737637277739,c,fl,4.373737362739224,1.389979908312155,c,li
3.94,27.90019191199501,1.6589623911302251,-1.4306346992683143,46.31148745188725,21.945858561309382,c,fl,4.396958669531242,1.3073615791327025,c,li
3.95,27.975788503053625,1.6161053305355884,-1.4370800665933334,46.24121954195195,21.90956141937833,c,fl,4.457224062545905,1.4040386654169836,c,li
3.96,27.883721330694296,1.5970854260930072,-1.4134808028179164,46.27987240452962,21.90296735760131,c,fl,4.440847479673015,1.430281250762091,c,li
3.97,27.955006296496745,1.5859255846400027,-1.5559456820257602,46.058913670354244,21.920986509854558,c,fl,4.364475402722819,1.2226041360570563,c,li
3.98,28.043825079751006,1.6154707156922712,-1.620568625538435,46.07926621290355,21.83500174552799,c,fl,4.269748945354029,1.0337096041233222,c,li
3.99,28.04211198143756,1.6554983122675644,-1.619950680340752,45.99965281842432,21.836479199273427,c,fl,4.349066561189288,1.0736175685809712,c,li
4.0,28.009047226713598,1.6772649996162712,-1.5693997535362008,45.91267645363832,21.78126511590006,c,fl,4.4093534866834645,1.1626887335309921,c,li
4.01,27.971484775007486,1.6090885620539734,-1.420229023071483,45.61919006117394,21.818654822721523,c,fl,4.289124062587914,1.2598064774624573,c,li
4.0200000000000005,27.93416185087778,1.5772836926856133,-1.3515816555686642,45.57223222184906,21.863265100980726,c,fl,4.371514397205386,1.4426490489511088,c,li
4.03,27.977132481264977,1.5965814705516455,-1.4493859157089422,45.50929793859292,21.883674289363988,c,fl,4.311011222834227,1.2650438365736398,c,li
4.04,27.97286566327999,1.6206548897350446,-1.4391585139711478,45.425275787177604,21.84055635389031,c,fl,4.441954828332685,1.3821414246264925,c,li
4.05,27.983653760292576,1.6453872542783579,-1.4701089742926832,45.53569703675583,21.810077820718966,c,fl,4.522097434943273,1.4066012063722315,c,li
4.0600000000000005,27.988544418792628,1.6012022824466212,-1.495062736314154,45.516281228887216,21.928144242785116,c,fl,4.43657974093637,1.3403147221755947,c,li
4.07,27.970375809559336,1.6594644532512932,-1.4369784778845966,45.53538487069092,21.802524093599395,c,fl,4.435395915595478,1.3389529844595889,c,li
4.08,27.966391025829257,1.6599884360107626,-1.4288582189572585,45.4277269340964,21.82989461131737,c,fl,4.41796901449513,1.3291223595271089,c,li
4.09,28.023855841548794,1.6543338728284616,-1.5423194119539338,45.26429047014078,21.81770543868083,c,fl,4.366244222060597,1.1695909372782014,c,li
4.1,27.861524216392915,1.5692516378679475,-1.4735417579626715,45.15061253755039,21.87340875850786,c,fl,4.280474452315452,1.2376810564848324,c,li
4.11,27.92939005363248,1.5039465866405992,-1.528442407796289,45.090726640159005,21.882686808425795,c,fl,4.136183322320948,1.1037943278840598,c,li
4.12,27.927537630813145,1.4351991356178255,-1.4782988551651153,44.97170392331847,21.898926265222883,c,fl,4.049539542640785,1.1360415518578444,c,li
4.13,28.015893791895024,1.4270289107845282,-1.4707769389454823,44.9863230577303,21.848908175797725,c,fl,4.140092713470515,1.2422868637405042,c,li
4.14,28.038358991168927,1.5034360511336478,-1.4561026917665676,44.864596009049386,21.880390774619,c,fl,4.250205454046505,1.2906667111462897,c,li
4.15,28.113753023908753,1.5280308684726194,-1.5016984591757727,44.86113664585587,21.902711952431243,c,fl,4.298235469106805,1.2685061414584125,c,li
4.16,27.969690895798745,1.6234365376022082,-1.4431068687304194,44.84626380808442,21.93675126798557,c,fl,4.513756812673429,1.4472134063408015,c,li
4.17,28.023848922026726,1.6820017522419763,-1.4591304554821134,44.80951436439809,21.989333590797067,c,fl,4.38427337328001,1.2431411655559206,c,li
4.18,28.076573258966636,1.594118531757735,-1.3531258638924275,44.73107877633535,21.934552392986234,c,fl,4.321976452161003,1.374732056510841,c,li
4.19,28.1773844392191,1.477550754086656,-1.384053312272568,44.79543971208995,21.98239244776502,c,fl,4.184827615357808,1.323223548998584,c,li
4.2,28.07098155085656,1.4281984418186267,-1.400064318279052,44.63965200152241,21.979291912302195,c,fl,4.150645109658196,1.322382349560518,c,li
4.21,28.088596871433165,1.554159872576955,-1.4169542287261816,44.544526298311986,21.919009052726874,c,fl,4.266037762442382,1.2949236611392458,c,li
4.22,28.042730662403,1.5450277607179084,-1.392737050542167,44.374929775113806,21.97467508759314,c,fl,4.321426794036654,1.3836619827765781,c,li
4.23,28.021467434957536,1.5846435709590119,-1.302716539469396,44.2798122538262,21.97327464967214,c,fl,4.293998541839713,1.4066384314113054,c,li
4.24,28.089166096018122,1.5563544392605588,-1.4027863480400218,44.29941925714887,22.02179816693564,c,fl,4.295363103983192,1.3362223166826108,c,li
4.25,28.047467249965838,1.5678312078150027,-1.4263932569425304,44.30830142336473,21.986945007420413,c,fl,4.288734961026182,1.2945104962686487,c,li
4.26,28.165709969105862,1.5472808439453114,-1.450019927080025,44.18360537979097,21.990389899171607,c,fl,4.232870640751439,1.2355698697261022,c,li
4.2700000000000005,28.0914982699583,1.5808903454768937,-1.4976390209854362,44.183766395031995,22.056085652226862,c,fl,4.324745199989883,1.2462158335275533,c,li
4.28,28.073644934045042,1.614727667275399,-1.3982052243833052,44.19245802738254,22.00608784529548,c,fl,4.3488467740424515,1.3359138823837475,c,li
4.29,28.060970128428085,1.540401228185716,-1.3249629385855923,44.05012095021269,21.98385109026202,c,fl,4.278633537437265,1.4132693706659565,c,li
4.3,27.95881978267711,1.5706383548884484,-1.4577105326483113,44.05002139423419,21.945765280180257,c,fl,4.185927496461052,1.1575786089242928,c,li
4.3100000000000005,27.911635539173428,1.579208704115903,-1.4111933023803727,43.9620986594236,21.959277753364237,c,fl,4.08698908209015,1.0965870755938742,c,li
4.32,27.982293169755444,1.5715425492377826,-1.440598067980852,43.887860041609414,21.96823187373465,c,fl,4.143178552469416,1.1310379352507813,c,li
4.33,28.019138239260336,1.6253652337574982,-1.4168632118257147,43.88427270273771,21.974568078144895,c,fl,4.127824399906059,1.085595954322846,c,li
4.34,28.041892221232946,1.6020740724989027,-1.3905726132406546,43.74889351081132,22.003975548470823,c,fl,4.181940790179272,1.1892941044397147,c,li
4.3500000000000005,27.98785081579247,1.602273950763078,-1.3678372052787673,43.74397853974503,21.938188305888993,c,fl,4.111328879434745,1.1412177233928997,c,li
4.36,27.958771246486364,1.5932983073219733,-1.3785380323710021,43.68186714058676,21.94990022444089,c,fl,4.171170407858828,1.199334068165852,c,li
4.37,28.019271484692045,1.5543545536238028,-1.4963710751801336,43.57673193353973,21.937234618282975,c,fl,4.1301070974016785,1.079381468597742,c,li
4.38,27.986339962179677,1.6369809261623336,-1.5887057377076323,43.56835047040903,21.898014408974156,c,fl,4.177223498600214,0.951536834730248,c,li
4.39,28.04425201100161,1.5610098951493345,-1.5675234203834363,43.4514260037287,21.93675967481602,c,fl,4.078269677655001,0.9497363621222308,c,li
4.4,28.077928631863102,1.5782300459049836,-1.6000343391191083,43.43627990499442,21.90914218957716,c,fl,4.066269574772298,0.8880051897482066,c,li
4.41,28.033961052883477,1.53298236900469,-1.545381011112266,43.38118644897666,21.94482588799062,c,fl,4.0833723080440665,1.0050089279271106,c,li
4.42,27.98641623876853,1.5195702523338177,-1.4412022814739507,43.378943547520855,21.9943855774607,c,fl,4.03155214774821,1.0707796139404409,c,li
4.43,27.98977688626245,1.4703389987995712,-1.5366947883793018,43.22318153326264,21.945454043736216,c,fl,3.9673685725726546,0.9603347853937814,c,li
4.44,28.03909208643939,1.5096651603542788,-1.5345607189178736,43.1961521157042,21.94645171879984,c,fl,3.9742482520846325,0.9300223728124801,c,li
4.45,28.019307035518477,1.5745269531528203,-1.4862407871375127,43.15953387316293,22.11427892981628,c,fl,3.9834978338749933,0.9227300935846603,c,li
4.46,28.13176911293124,1.5023431202545112,-1.4537130680145063,43.25888160560698,22.12117352881694,c,fl,3.9275458582907827,0.971489670021765,c,li
4.47,27.997498714927787,1.458076851108567,-1.4733607349207298,43.18248804078764,22.194642909514116,c,fl,3.934442167423849,1.003004581394552,c,li
4.48,27.924140783865557,1.5128357751236803,-1.4084040395433879,43.07034633837671,22.17041148704912,c,fl,3.915682291393157,0.9944424767260889,c,li
4.49,27.898221124761324,1.5517377101266907,-1.4551918733032485,42.90485140908986,22.149400852856502,c,fl,3.927800151421943,0.920870567992004,c,li
4.5,27.881141672840393,1.5030745849301101,-1.4785197557531378,42.835335677770196,22.14046945823871,c,fl,3.8499628099551275,0.8683684692718798,c,li
4.51,27.83067240807167,1.5347606532853286,-1.4997183031397197,42.62883751606237,22.07467723953379,c,fl,3.801179520628903,0.7667005642038549,c,li
4.5200000000000005,27.884322175850333,1.4988389595024805,-1.432793550560142,42.65133755951525,21.98414104240841,c,fl,3.7933857210997823,0.8617532110371597,c,li
4.53,27.911106761667455,1.4585075715976725,-1.3820311235590421,42.77917577631613,21.966688610871948,c,fl,3.6948739781452895,0.8543352829885746,c,li
4.54,27.965911906122745,1.4963202733209477,-1.4563677336880958,42.72179283325413,21.980722686259018,c,fl,3.7280979384930752,0.7754099314840315,c,li
4.55,28.055925311320877,1.4670468595637594,-1.4894533017752833,42.54316204913029,22.063741738753517,c,fl,3.7180921710680632,0.7615920097290203,c,li
4.5600000000000005,27.975838585811598,1.4498199500474618,-1.4087548685401916,42.47657408767795,22.090404271378844,c,fl,3.7511244448282204,0.892549626240567,c,li
4.57,27.992644847530467,1.4551598502970295,-1.4271620818649373,42.39176984324165,22.157089692630745,c,fl,3.752048033484674,0.8697261013227073,c,li
4.58,28.08268561448375,1.5650739790604875,-1.4214107010082302,42.322669716033325,22.110790111698567,c,fl,3.830864333128737,0.8443796530600192,c,li
4.59,28.023798182407965,1.5513146637397333,-1.4159074388658301,42.40272430333309,22.119976382642403,c,fl,3.8127193617857342,0.845497259180171,c,li
4.6000000000000005,28.071894888565776,1.5544661819825,-1.4543720510750686,42.454078826814474,21.986627581834338,c,fl,3.7491875635565304,0.7403493304989619,c,li
4.61,28.011044672489774,1.559536642646959,-1.5141450537212549,42.33364028996904,21.948449010920005,c,fl,3.6907340347849136,0.6170523384166995,c,li
4.62,28.074847545509552,1.6087996975675827,-1.610292252305992,42.178806239179536,22.008635418649682,c,fl,3.705620774693866,0.4865288248202915,c,li
4.63,28.076211027793562,1.6228644274745954,-1.6066114098512996,42.14331692967684,22.02881072241084,c,fl,3.7782513431025073,0.5487755057766122,c,li
4.64,27.929703907852446,1.5375361078812029,-1.5664821196275707,41.99401405557714,22.083277047978267,c,fl,3.7148351715059533,0.6108169439971798,c,li
4.65,28.005194136333806,1.5160388187411877,-1.5193981645072046,42.09598168329475,22.149239254413224,c,fl,3.6652117699604956,0.6297747867121033,c,li
4.66,28.03661476886404,1.541119697072351,-1.447469660923242,42.05408452224844,22.121831337732903,c,fl,3.6942887224371415,0.7056993644415483,c,li
4.67,27.995184390943518,1.54375505239593,-1.4678935424710902,41.93893093049959,22.1399588045214,c,fl,3.681128262622739,0.6694796677557184,c,li
4.68,27.926261194676506,1.4944547601874918,-1.4646769279371181,41.933014782194526,22.129390827581844,c,fl,3.6985025006229204,0.7393708124983105,c,li
4.69,27.998975553901992,1.5567419543562586,-1.5645700914238223,41.88357525702737,22.163979789059347,c,fl,3.658159608399231,0.53684756261915,c,li
4.7,27.885562394104145,1.5922929947030828,-1.5690596990919454,41.9055143356525,22.19514916245794,c,fl,3.7547355323050082,0.5933828385099802,c,li
4.71,27.884786288363532,1.5021465127191562,-1.5192440400439005,41.674719547521626,22.153493401152215,c,fl,3.6515499969092184,0.6301594441461618,c,li
4.72,27.90544223154818,1.542759699384967,-1.535939730016529,41.47661409541124,22.178569404287675,c,fl,3.7025797157073694,0.6238802863058734,c,li
4.73,27.873915269514608,1.4476238543182434,-1.456823717706184,41.40695826774796,22.098634906266078,c,fl,3.5551779796266314,0.650730407602204,c,li
4.74,27.932389927655255,1.418878606744714,-1.388982183289936,41.329330496233936,22.097951965965564,c,fl,3.520800111477823,0.7129393214431725,c,li
4.75,28.004864951586182,1.583464861120519,-1.4394847143412672,41.2624170572327,22.08642724131795,c,fl,3.5716213209093253,0.5486717454475387,c,li
4.76,28.044549791021804,1.6918746980717085,-1.5096454766349259,41.20303210485104,22.07375821163031,c,fl,3.6969324935360994,0.49541231882946524,c,li
4.7700000000000005,27.961717228232743,1.6834538796230856,-1.4148858356396163,41.147756569136966,22.005710040571348,c,fl,3.7626918787715105,0.6643521635088085,c,li
4.78,27.946787890059888,1.607108571800068,-1.512994787575627,41.123571937030526,22.0285273843321,c,fl,3.660620672016864,0.5405173126411691,c,li
4.79,27.951253361579408,1.5939086663930777,-1.492434528188937,40.9880982292768,22.07027110365963,c,fl,3.6193384087346523,0.5329952141526377,c,li
4.8,28.004357313472816,1.628934954158078,-1.544584604713424,40.909801845076814,22.083243361747925,c,fl,3.6662083128175604,0.4926887539460585,c,li
4.8100000000000005,28.036076452613987,1.6634112300919026,-1.509310405506604,40.94624192200914,22.10732319757217,c,fl,3.668124475572747,0.4954028399742403,c,li
4.82,27.97855859187626,1.5536397046580035,-1.589002037929366,40.97734314699748,22.0484882343346,c,fl,3.5341324358730724,0.39149069328570274,c,li
4.83,27.96202978956946,1.530663164058365,-1.54036717047944,40.921298901117034,22.043516683684903,c,fl,3.5395009380999483,0.46847060356214354,c,li
4.84,27.934274015701998,1.5323623727902338,-1.4717883761604948,40.99348738040898,21.971120967117937,c,fl,3.603277730020353,0.5991269810696243,c,li
4.8500000000000005,27.937191742205073,1.5366201371986439,-1.5044039905843734,40.87939095416091,22.02188456992564,c,fl,3.6079000714436074,0.5668759436605899,c,li
4.86,27.99186921983536,1.5649823872853321,-1.5018106675771403,40.94816295946793,22.00703548544977,c,fl,3.5902870378367266,0.5234939829742544,c,li
4.87,27.950603799820804,1.4560015813430545,-1.4678649423631158,40.72982896857615,21.948362089162856,c,fl,3.385570736675753,0.4617042129695823,c,li
4.88,27.984568876666735,1.5198905746707685,-1.4377635062396703,40.768386689911566,21.944329397065506,c,fl,3.352528140336904,0.39487405942646503,c,li
4.89,28.07255188615332,1.4942621594173815,-1.5191585082625143,40.60620546469245,21.985827294216524,c,fl,3.2953452432027666,0.28192457552287054,c,li
4.9,27.982597135213698,1.5542488795609777,-1.5044410068157101,40.39380788594628,21.983550340684758,c,fl,3.390673670808396,0.3319837844317082,c,li
4.91,28.046167244126305,1.5942361642257021,-1.5508303412513682,40.482136219344945,22.005838418828912,c,fl,3.4779347415808983,0.332868236103828,c,li
4.92,28.02899276286192,1.5850811148717059,-1.528994075241323,40.36246979678564,22.01491884970643,c,fl,3.4195488329962123,0.30547364288318324,c,li
4.93,28.062958597884503,1.5795903997599472,-1.511444337475181,40.38343809850153,22.054251395260657,c,fl,3.298366012135716,0.207331274900588,c,li
4.94,28.122260892978314,1.5632673583869734,-1.4912459912310305,40.247915284222074,22.0255248003167,d,fl,3.2015181979531775,0.14700484833517358,c,li
4.95,28.172960348498822,1.5108592206767066,-1.5191455459153207,40.17383062529209,22.0653501351462,d,fl,3.123648476200116,0.09364370960808888,c,li
4.96,28.11644045883553,1.5195659197125058,-1.5332402513030552,40.2684212583401,22.069735757036813,d,fl,3.223207841130529,0.17040167011496843,c,li
4.97,28.01633595441629,1.491738779517407,-1.5069781090158965,40.26069154326688,22.068369705714513,d,fl,3.16439048794476,0.16567359941145687,c,li
4.98,27.937286052741,1.4456097648667194,-1.5306810594922204,40.17497702383111,22.053642044544816,d,fl,3.0974722830205303,0.12118145866159069,c,li
4.99,27.89797606289099,1.590133559078672,-1.5832541804789126,40.22222217535691,22.076639121967904,d,fl,3.3553753494334195,0.18198760987583484,c,li
5.0,27.879312198713144,1.6038262210286311,-1.4643440018093021,40.13743294512962,22.073223819357434,d,fl,3.316995015574832,0.24882479273689873,c,li
5.01,27.95057409126558,1.647166255268221,-1.4886619002081758,40.063910403366364,22.115417008556676,d,fl,3.3239253348811095,0.1880971794047126,c,li
5.0200000000000005,27.962749852355753,1.671680312298989,-1.45312661657652,39.917525634578176,22.127413589427007,d,fl,3.3608091195807375,0.23600219070522854,c,li
5.03,27.98931402411003,1.668112248170163,-1.4181532170710998,39.98806818635667,22.20802521592755,d,fl,3.335797208669303,0.2495317434280404,c,li
5.04,27.964076665548777,1.601820167041821,-1.3536636628012304,39.90028986945278,22.281624678175564,d,fl,3.227799356144731,0.27231552630167966,c,li
5.05,27.936936899499646,1.552962772322655,-1.4328471517882007,39.811442946669224,22.22327380742918,d,fl,3.133895760271984,0.14808583616112858,c,li
5.0600000000000005,27.9043228723198,1.5116045224050263,-1.4434134716304847,39.70544975541599,22.219363663658246,d,fl,3.0817890415567435,0.1267710475212327,c,li
5.07,27.931683973598062,1.528324472878199,-1.459747328418826,39.643563812880295,22.273887824310883,d,fl,3.0065570088962295,0.018485207599204134,c,li
5.08,27.951410769190403,1.5387553594218057,-1.4920091255163739,39.46232567111162,22.231505787770384,d,fl,3.1002510683538804,0.0694865834157008,c,li
5.09,27.985678086517712,1.5289202475402122,-1.510873681483117,39.35133151249624,22.16921324498901,d,fl,3.0493786164772807,0.009584687453951801,c,li
5.1000000000000005,27.940518993562655,1.4970274381340605,-1.494847886744957,39.32223919395579,22.06726013400935,d,fl,3.06783256332103,0.07595723844201241,c,li
5.11,28.021701515248463,1.602336590577697,-1.6001063228105714,39.43485800332563,22.086237400582124,d,fl,3.080397291013078,-0.12204562237519001,c,li
5.12,28.010591334575363,1.655182340145141,-1.5135771130819629,39.31756570118217,22.131837340552178,d,fl,3.0211867962226204,-0.14757265700448374,c,li
5.13,27.95350760729163,1.620615139225845,-1.469307197251636,39.295067894584726,22.19627102834628,d,fl,2.9454097917836597,-0.14451254469382113,c,li
5.14,27.893802064356056,1.6208629933613892,-1.486156664662314,39.11061536318571,22.221267234056565,d,fl,2.8377640940302538,-0.26925556399344974,c,li
5.15,27.945394860712348,1.5601365568205092,-1.4246518033833515,39.24928763498403,22.245522863243565,d,fl,2.6700361983649548,-0.314752161838906,c,li
5.16,27.96855120644158,1.6257806558955354,-1.410495173346002,39.238577071780995,22.25126879900482,d,fl,2.813880028535314,-0.2223958007062239,c,li
5.17,27.82312901449833,1.6379752050805643,-1.441501444551573,39.14993216915614,22.228648541688308,d,fl,2.8376595432130802,-0.2418171064190573,c,li
5.18,27.93029371193523,1.5441588025806108,-1.5094658363365638,39.168297015673915,22.185906689456107,d,fl,2.806325573866728,-0.24729906505044652,c,li
5.19,27.89437739085161,1.4776751154895273,-1.491583106777458,39.02828850112126,22.157134383093897,d,fl,2.7138054192409062,-0.2554528030260792,c,li
5.2,27.9722607526608,1.507026491705029,-1.4727977872268507,38.957496043110304,22.094416813116563,d,fl,2.690491004495181,-0.289333274436699,c,li
5.21,27.94766381267747,1.466860002980782,-1.4582889583544267,38.810157282597984,22.156169121016738,d,fl,2.5068205891465167,-0.4183283721886919,c,li
5.22,27.971538307019262,1.4749122072410246,-1.5147533382729872,38.54437954841215,22.131769065451522,d,fl,2.5839125627906325,-0.40575298272337923,c,li
5.23,27.919949498103858,1.4814444514160572,-1.513154034878222,38.54440205863726,22.161286982147676,d,fl,2.5967200608205747,-0.3978784254737042,c,li
5.24,27.873799972719798,1.5724054138115016,-1.5017056366479702,38.67954462655055,22.18304837275729,d,fl,2.7227775102417957,-0.35133354021767604,c,li
5.25,27.86216877052122,1.608642751704926,-1.4178572562762972,38.569104895325125,22.25292893006095,d,fl,2.776986805603477,-0.24951320237774577,c,li
5.26,27.953237295490954,1.6252792943026948,-1.3628835674421609,38.76317865147248,22.306100970376473,d,fl,2.7506493810516286,-0.23751348069322686,c,li
5.2700000000000005,27.96875233253378,1.6346332462824642,-1.4767634729767025,38.512088405895845,22.317505984140514,d,fl,2.7063504666431966,-0.40504625261597016,c,li
5.28,27.888187162679426,1.6737531440435223,-1.4727631538026398,38.394694010999416,22.407818633960613,d,fl,2.838136658362287,-0.30837963948387537,c,li
5.29,27.94544819779441,1.6939202121462846,-1.5422800900607525,38.32968552706395,22.42222780636238,d,fl,2.8740651978911806,-0.3621351043158565,c,li
5.3,27.878282215710765,1.6329942366048624,-1.520646210841541,38.13080312399819,22.32015454184265,d,fl,2.6805524494612527,-0.473087997985151,c,li
5.3100000000000005,27.876168232992384,1.5543245922201216,-1.485244206579613,38.08757243293378,22.260312379227276,d,fl,2.4633615720493096,-0.5762072267504249,c,li
